text,label_name
broad range connectivity options including hspa fi gives consumers high speed access internet,neutral
quick stop shop understand,neutral
dopplr dopplr service smart,neutral
stonesoft corporation stonesoft corporation omx innovative provider integrated network security solutions secure information flow distributed organizations,neutral
according sweden minister local government financial markets mats odell decision sell state shares telecom teliasonera carried cooperation state,neutral
beverage olvi introducing long drink olvi golden long drink spring,neutral
rautaruukki selling precision tube automotive component processing unit germany german industries,neutral
swedish family controlled investor bought large stake shares swedish retail bank seb,neutral
according barclays secure software protect users digital attacks,neutral
according capman plc corporate governance majority members shall independent,neutral
according finnair technical measure employment situation,neutral
according honka japan managing director marko saarelainen honkarakenne exports 200 ready log houses japan,neutral
according preliminary data slovakia statistics office goods worth .4 imported january october making 0.1 percent slovakia total imports,neutral
according seikku retail sector controlled large actors food manufacturers relatively small,neutral
according tyrv+ñinen estimation japan essential location terms finnair asian strategy,neutral
according vauramo plant lifting equipment suitable asian chinese trucks,neutral
signing total aspo revolving credit facility agreements 50 valid agreements 80,neutral
ahlstrom corporation stock exchange release ahlstrom global leader high performance fiber based materials today announced completion acquisition friend inc consists west carrollton west carrollton converting,neutral
aho proud product cola,neutral
aldata space optimization vision apollo user category management association conferences unveil solution combines intelligence space planning data conferences,neutral
alexandria va aug 27 -- timo tampere oulu developed computer program product activating right use,neutral
seven historic analysis provided markets,neutral
historic analysis provided markets,neutral
historic analysis provided,neutral
technopolis plans build 100 euro technology park special economic zone neudorf st petersburg st petersburg government february,neutral
chile important area forest machine companies,neutral
traditional grapevine carries lot weight,neutral
amanda .0 investment commitment russia partners ii fund july 2005,neutral
invention released patent office,neutral
audio webcast available live web site,neutral
anttila online department store established position best known online store,neutral
apart nordea competing position pension funds providers estonia,neutral
result merger largest professional electronics telecommunications technology contract manufacturing center formed sievi,neutral
august glaston north asian service region upgraded area north asia,neutral
world leaders developing uv technology municipal wastewater water industrial water treatment systems trojan technologies logical partner providing w+ñrtsil+ñ uv technology water treatment,neutral
aspo strong brands esl shipping leipurin telko kaukomarkkinat aim leaders sectors,neutral
"stage maximum 60,000 tulikivi series shares acquired representing 0.16 cent shares outstanding",neutral
basware order matching automatically purchase invoices approved purchase orders,neutral
capacity facility vaahto tons light coated paper,neutral
capman asset manager worth assets management nordic region,neutral
capman investment areas capman buyout capman technology capman life science capman real estate dedicated team,neutral
town hall hold talks investors interested zone,neutral
central europe important area honka,neutral
cents recognize potential suppliers,neutral
changes announced today effective close trading friday june 19,neutral
chief financial officer advanced talks major companies service,neutral
expo freight major fair exhibition culture logistics provides logistics events land air sea,neutral
competition authorities approve deal finalized,neutral
complete shareholder otto henrik bernhard nyberg information contact liisa ceo tel +358,neutral
completion transaction subject final agreement process,neutral
construction expected completed summer 2011,neutral
consumers increasingly interested phones,neutral
decision use european standard institute backed adds growing list operators equipment manufacturers standard global 20 january 2006 competing technologies mobile tv,neutral
currently 100 global 500 companies ssh security solutions,neutral
dnb norway likely nordic buyer citadele nordea good strategic fit according document published,neutral
donations universities annual general meeting authorized board directors max,neutral
dopplr members personal travel plans privately networks interesting places stay explore cities world,neutral
love video shot start finish nokia,neutral
past 10 years factory produced nokia popular models including nokia nokia nokia latest music device nokia 5800 express music,neutral
eb hold exclusive rights entity product,neutral
elcoteq electronics manufacturing ems segment serves customers globally engineering manufacturing,neutral
elisa corporation headquartered helsinki telecomms offering private corporate customers comprehensive range telecomms,neutral
entire paper mills set especially eu member states,neutral
eqt completed exit salcomp makes mobile phone chargers selling remaining stake swedish investment nordstjernan euro 35 47,neutral
tulikivi emissions state standards including washington,neutral
chairman kevin martin fair play required extending rules digital subscriber lines telecom providers use broadband networks,neutral
financialwire tm cooperation syndicate provides complete daily conference webcast schedules service shareholders investors tm networks tm daily,neutral
consumers prefer buy cheapest beer brand,neutral
holding panostaja june 12 signed letter intent acquire local oy oy active heat treatment metals total 3.1 euro 4.1,neutral
paints coatings tikkurila hel tik1v announced today launch tikkurila prohouse method protection wooden surfaces treatment ultra pro waterborne products,neutral
following registration number issued outstanding shares basware,neutral
fortum previously bought state held stake tgk-10 rao,neutral
founded 1649 fiskars 360 years product quality excellence oldest,neutral
developing novel therapeutic drugs,neutral
geosentric flagship product gypsii platform uses geo location software technology connect people people people places exciting social community location specific,neutral
glaston known brands bavelloni pre processing machines tools tamglass uniglass safety glass machines albat wirsam software solutions,neutral
glaston known brands bavelloni pre processing machines tools tamglass uniglass safety glass machines albat wirsam software solutions,neutral
goodwill assets account 2.0 euro 2.6 purchase price 20 pct payable aspo shares,neutral
responsible oriola kd pharmaceutical trade sweden,neutral
founded leading producer electrical equipment materials baltic states,neutral
young independent broker working closely retailers including usa cvs wholesale farms,neutral
helsinki afx outokumpu agreed sell nickel canadian belvedere resources ltd 10 worth belvedere shares,neutral
"hkscan headquartered turku leading northern european food 10,000 employees countries",neutral
hkscan leading food companies northern europe sweden baltic countries poland,neutral
honkarakenne mainly exports large luxury log houses russia family houses holiday homes 70 moscow region 20 st petersburg region remainder locations,neutral
short term rentals popular,neutral
huhtamaki stock exchange release huhtamaki resolved clarify structure separating foodservice consumer goods businesses production unit transferring businesses wholly owned subsidiaries,neutral
"addition yit reserved epi russia right expand logistics center 100,000 m2",neutral
addition presentations held president ceo kai telanne cfo tuomas participants opportunity discuss members management,neutral
71 paper paperboard,neutral
export industry large clientele packaging industry,neutral
providing managed nokia takes responsibility building transferring indosat network,neutral
switzerland teleste established supplier products long time primary customers include cable fiber home ftth operators,neutral
end sanoma news wants secure foundation savings,neutral
survey goodyear valued tyre brand followed continental bridgestone,neutral
today pre consumers want general manager,neutral
established medical device manufacturer emerging medical product line worth estimated billion billion globally,neutral
insurance policies,neutral
innovative small biological drug candidates different stages clinical development,neutral
sold half operations enter helsinki stock exchange door innovative buyout arrangement,neutral
member oneworld alliance includes american airlines british,neutral
expected completed end,neutral
planned set class center complex,neutral
positive recruited harri ceo according affarsvarlden,neutral
oil join rspo fully sustainable sourcing production nexbtl biodiesel,neutral
provide heating form hot water sawmill needs,neutral
asset management experts manage assets worth 35 billion,neutral
known brands include fitness equipment maker precor based ball sports equipment maker wilson,neutral
member eesti energia supervisory board owners power grid informed eesti energia wish sell,neutral
jon risfelt 49 years old holds master science chemical engineering swedish royal institute technology,neutral
juha continue editor chief budget responsibility publisher,neutral
jun 14 delivered newstex -- looks like e71 nokia nyse nok premier class smartphone -- espoo hit corporate youtube account video e72,neutral
jun 25 report delivered newstex -- nokia nyse nok n78,neutral
kone headquartered espoo world leading elevator companies,neutral
july intended relocate warehouse office space loudeac saint marcel morvillars east france operates hook manufacturing distribution unit,neutral
lember matter topical estonia bill social affairs ministry old age favorable conditions,neutral
shareholders partners employees environment areas regions locations globe,neutral
lkab headquartered sweden high tech mining producing upgraded iron ore products steel industry,neutral
llc voice data management solution provider wireless companies operations worldwide transferring deployment operations mobile giant includes civil works site acquisition,neutral
look fabric covers coffee ceramic serving dishes stainless steel party dishes,neutral
30 employees ixonos existing status benefits,neutral
meego use putting important things,neutral
merging free sheets clarify situation,neutral
metso global supplier sustainable technology mining construction power generation automation recycling pulp paper industries,neutral
applicant automation inventor mika application 16 06 date,neutral
national big read include national arts cooperation institute museum library arts,neutral
neomarkka played leading role aims production specialty cellulose fiber valkeakoski,neutral
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report essential source data information,neutral
neste oil extended yesterday gains pct utility fortum 1.14 pct,neutral
course direct access nokia ovi store lots fun favorite media,neutral
shares held number outstanding shares voting rights attached shares amounts,neutral
specialises construction renovation work residential non residential building premises industrial use,neutral
okmetic board directors decided ownership program directed management,neutral
okmetic silicon wafers processing chain produces end products improve human quality life,neutral
"oriola kd headquartered espoo leading distributor pharmaceutical healthcare products 1,300 employees nordic baltic countries",neutral
shareholder effective today,neutral
food report offers comprehensive size shape national level,neutral
solutions industry independent supporting currency needs modular applicable companies sizes ceo ilkka sihvo,neutral
outotec headquartered espoo leading provider process solutions technologies mining metallurgical industries,neutral
panostaja headquartered tampere investment focusing small medium sized companies traditional industries,neutral
performance based values sustainability,neutral
pertti independent major shareholders,neutral
ir koskinen later 20 april 10 telephone conference financial analysts investors conducted english begin 3:00 pm time eet,neutral
poyry energy gmbh austria leading engineering consulting energy infrastructure environment sector owned poyry plc austrian ag,neutral
press release september ruukki continues listed dow jones sustainability indexes djsi world djsi stoxx,neutral
previously plant expected completed end,neutral
production plant based neste oil proprietary technology use flexible vegetable oil animal fat,neutral
"engineering employs 1,000 large portfolio projects annual capacity 100,000 tonnes",neutral
qpr product family fully compatible microsoft windows system,neutral
rapala aims distribution unit ragot loudeac distribution unit waterqueen fishing line supplier tortue saint marcel central france morvillars,neutral
rapala fishing major holidays priced games rapala aim smaller,neutral
regulatory news nomination committee cybercom sto proposal proposes election jon risfelt chairman board,neutral
radio frequency identification method called transport information read saved remotely,neutral
headquartered vantaa europe leading machinery rental,neutral
s&p kept sell rating nordea ubs buy recommendations,neutral
sanoma executive committee accordance association proposals matters decided noted board directors,neutral
sarantel based uk designs high performance antennas portable wireless devices,neutral
shares acquired accordance section rules nasdaq omx helsinki rules applicable acquisition shares,neutral
succeed decided leave teliasonera,neutral
got way july project awarded power contractors,neutral
simmons elected chairman simmons ceo service credit union elected chairman defense credit union council term,neutral
south america asia promising markets,neutral
sponda plans renovate old real estate develop property,neutral
stock exchange release 12:00 sanoma published annual report financial statements corporate responsibility report,neutral
stockholm based nordea bank sto nda yesterday von koskull lead corporate merchant banking capital markets unit effective september,neutral
stonesoft global provider proven generation solutions simplify network security management,neutral
strategic operational information reported,neutral
swedish danish listed companies organized cap segments nordic large cap mid cap small cap,neutral
provides development aldata gold,neutral
technopolis technological centers supply clients modern high class premises,neutral
tekla provides software building infrastructure engineering focus building information modelling steel concrete structures design construction,neutral
teleste hybrid tv solution includes components process delivering video consumers content acquisition service creation delivery range access solutions including hybrid fibre ftth,neutral
adjustment measures carried phases secure delivery capability,neutral
agreement valid years,neutral
alliance aims tap mobile computers tablets tvs vehicle systems,neutral
availability internet service offer kesko stores,neutral
broker started upm kymmene stora enso sappi equal weight recommendations holmen norske skog ratings,neutral
building complex consists high quality office retail space totalling square metres,neutral
euro 35 responsible marketing paper chemicals kemira bought euro 88 early jan 11 22,neutral
section includes ahlstrom sustainability report,neutral
center offers comprehensive range device design spanning electronics software design range testing laboratory,neutral
commission hydrogen peroxide worth 470 euros 2000,neutral
designs manufactures markets high quality clothing interior decoration textiles bags accessories,neutral
designs manufactures high quality clothing interior decoration textiles bags accessories,neutral
delivered technical infrastructure data warehouse intelligence initiatives,neutral
second 7.2 investment commitment,neutral
presently examining project financially,neutral
studying feasibility focusing processed meat production vantaa facilities processing fresh meat forssa facilities,neutral
shareholders able vote agreement egm scheduled later month,neutral
specialises temporary electrification heating construction sites,neutral
cooperation involve arena partners buying 35 joint venture alma media home vehicle consumer advertising marketplace businesses,neutral
deliveries started april 2006 completed,neutral
desk reach planned strength persons autumn,neutral
dividend payable february shareholders record january 19,neutral
